height,ts,gap_s,txs,counted_txs,bytes,fullness,fee_speck
633924,1788020484.0,6.0,0,0,0,0.000000,0
633925,1788020490.0,6.0,0,0,0,0.000000,0
633926,1788020496.0,6.0,4,4,14884,0.014884,4
633927,1788020502.0,6.0,6,6,22337,0.022337,6
633928,1788020508.001,6.000999927520752,6,6,22333,0.022333,6
633929,1788020514.0,5.999000072479248,6,6,22331,0.022331,6
633930,1788020520.0,6.0,8,8,29783,0.029783,8
633931,1788020526.0,6.0,4,4,14891,0.014891,4
633932,1788020532.0,6.0,6,6,22331,0.022331,6
633933,1788020538.001,6.000999927520752,6,6,22338,0.022338,6
633934,1788020544.001,6.0,4,4,14890,0.014890,4
633935,1788020550.001,6.0,6,6,22331,0.022331,6
633936,1788020556.0,5.999000072479248,4,4,14892,0.014892,4
633937,1788020562.0,6.0,0,0,0,0.000000,0
